Client,Date,Change,Cumulative
Stephen Melchiode,2014-06-27,1,2
Stephen Melchiode,2015-04-25,-1,1
Stephen Melchiode,2015-06-27,-1,0
Steve Greenberg,2011-08-17,1,1
Steve Greenberg,2012-08-16,-1,0
Steve Greenberg,2014-04-25,1,1
Steve Greenberg,2014-06-27,1,2
Steve Pagura,2015-10-06,1,1
Steve Pagura,2016-01-09,1,2
Steve and Michelle Turnquist,2013-09-05,1,1
Steve and Michelle Turnquist,2014-09-05,-1,0
Stoltz Management,2014-07-09,1,1
Stone Systems of Central Texas,2015-04-25,1,1
Stonelake Capital Partners,2013-10-01,1,1
Stonelake Capital Partners,2014-10-01,-1,0
Stratagem Development.,2013-01-03,2,2
Stratagem Development.,2014-01-03,-2,0
Strategic Partnerships,2012-04-16,1,1
Strategic Partnerships,2013-04-16,-1,0
Strategic Partnerships,2013-04-29,1,1
Strategic Partnerships,2015-06-25,-1,0
Stratus Properties,2014-01-03,1,1
Stratus Properties,2014-01-09,2,3
Stratus Properties,2014-02-03,1,4
Stratus Properties,2014-08-29,1,5
Stratus Properties,2015-08-29,-1,4
Stratus Properties,2016-01-12,-2,2
"Straughan, George",2015-01-20,1,1
Stream Realty,2013-12-20,1,1
Stream Realty,2014-01-07,2,3
Streamline Commercial Contractors,2014-08-20,1,1
Streamline Commercial Contractors,2015-08-20,-1,0
Street Lights Residential,2013-10-01,1,1
Street Lights Residential,2014-10-09,1,2
Street Lights Residential,2015-01-12,1,3
Street Lights Residential,2015-10-02,-1,2
Street Lights Residential,2015-11-07,1,3
Stuart Thomajan,2014-04-25,1,1
Stuart Thomajan,2014-06-27,1,2
Stuart Thomajan,2015-04-25,-1,1
Stuart Thomajan,2015-06-27,-1,0
Stubb's Austin Restaurant Company,2013-12-20,1,1
Stubb's Austin Restaurant Company,2014-01-07,2,3
"Stutzman, Bromberg, Esserman and Plifka",2013-10-01,1,1
"Stutzman, Bromberg, Esserman and Plifka",2014-10-01,-1,0
Subway,2011-08-17,1,1
Subway,2012-08-16,-1,0
"Success Foods Management, LLC/DBA Torcy's Tacos",2014-12-23,1,1
"Success Foods Management, LLC/DBA Torcy's Tacos",2015-01-06,2,3
"Success Foods Management, LLC/DBA Torcy's Tacos",2015-01-29,1,4
Sutton Company,2013-10-01,1,1
Suzanne Snyder,2014-08-01,1,1
Synagro-WWT,2014-04-25,1,1
Synagro-WWT,2015-06-27,1,2
TCAS Global Investments,2015-08-01,1,1
TCMUD #4,2014-01-09,1,1
TCMUD #4,2015-01-09,-1,0
TR Vista Preserve,2013-12-20,1,1
TR Vista Preserve,2014-01-07,2,3
TRC Solutions,2013-03-04,1,1
TRC Solutions,2014-03-04,-1,0
TRT Holdings,2014-01-16,1,1
TX RR620 Apartments,2014-04-25,1,1
Tabernacle Apostolic Church,2014-08-20,1,1
Tabernacle Apostolic Church,2015-08-20,-1,0
Tacala dba Taco Bell,2013-08-20,1,1
Tan Min Ho,2014-03-31,1,1
Tan Min Ho,2015-03-31,-1,0
Tanglewood Forest Limited District,2013-12-20,1,1
Tanglewood Forest Limited District,2014-01-07,2,3
Tantallon Austin Hotel,2014-01-03,3,3
Tantallon Austin Hotel,2016-01-05,1,4
Tantallon Austin Hotel,2016-02-02,-1,3
Taurus of Texas GP,2013-10-01,1,1
Taurus of Texas GP,2015-10-23,1,2
Taurus of Texas GP,2016-01-09,1,3
"Tawill, Saleem",2015-04-25,1,1
Taylor Morrison,2013-12-20,1,1
Taylor Morrison,2015-01-06,2,3
Taylor Morrison of Texas,2013-01-03,2,2
Taylor Morrison of Texas,2014-01-03,-1,1
Taylor Morrison of Texas,2014-01-07,2,3
Taylor Morrison of Texas,2016-01-06,-2,1
Taylor Morrison of Texas,2016-01-13,-1,0
Taylor Woodrow Communities/Steiner Ranch,2014-04-25,1,1
Taylor Woodrow Communities/Steiner Ranch,2014-06-27,1,2
Taylor Woodrow Communities/Steiner Ranch,2015-04-25,-1,1
Taylor Woodrow Communities/Steiner Ranch,2015-06-27,-1,0
Techridge Spectrum B.C.,2013-10-07,2,2
Techridge Spectrum B.C.,2015-10-15,-1,1
Televending,2014-04-25,1,1
Televending,2014-06-27,1,2
Televending,2014-08-20,1,3
Televending,2015-08-20,-1,2
Terrell Gates,2014-10-09,1,1
Terrell Gates,2015-01-12,1,2
Terrell Gates,2015-11-07,1,3
Terry Laney,2014-08-20,1,1
Terry Laney,2015-08-20,-1,0
Terry Mathney,2015-07-21,1,1
Texas 1836 -- EB5,2014-01-16,1,1
Texas 1836 -- EB5,2015-01-16,-1,0
Texas Aggregates and Concrete Association,2014-12-17,1,1
Texas Aggregates and Concrete Association,2015-03-26,1,2
Texas Association of Counties Risk Management Pool,2015-09-01,1,1
Texas Bar and Nightclub Alliance,2013-10-01,1,1
Texas Bar and Nightclub Alliance,2014-10-01,-1,0
Texas Capital Bank,2011-08-17,1,1
Texas Capital Bank,2012-08-16,-1,0
Texas Capital Bank,2014-04-25,1,1
Texas Capital Bank,2014-06-27,1,2
Texas Construction,2014-08-20,1,1
Texas Construction,2015-08-20,-1,0
Texas Disposal Systems,2013-01-04,1,1
Texas Disposal Systems,2013-12-20,1,2
Texas Disposal Systems,2014-01-03,1,3
Texas Disposal Systems,2014-01-04,-1,2
Texas Disposal Systems,2014-01-07,2,4
Texas Disposal Systems,2014-01-08,1,5
Texas Research International,2013-10-07,2,2
Texas Research International,2015-10-15,-1,1
Texas Retailers Association,2012-01-12,1,1
Texas Retailers Association,2013-01-11,-1,0
Texas Special Events Alliance,2013-10-08,1,1
Texas Special Events Alliance,2014-10-08,-1,0
Texas Star Brands,2013-02-14,1,1
The Brohn Group,2013-07-18,1,1
The Brohn Group,2013-09-05,1,2
The Brohn Group,2013-12-20,1,3
The Brohn Group,2014-01-07,2,5
The Brohn Group,2014-07-18,-1,4
The Brohn Group,2015-08-01,1,5
The Brohn Group,2015-09-04,-1,4
The Charter School Fund,2013-12-20,1,1
The Charter School Fund,2014-01-07,2,3
The City School,2014-08-01,1,1
The Dinerstein Companies,2013-01-10,1,1
The Dinerstein Companies,2013-10-01,1,2
The Dinerstein Companies,2014-01-10,-1,1
The Dinerstein Companies,2015-01-08,1,2
The Dinerstein Companies,2015-10-02,-1,1
The Dinerstein Companies,2016-01-08,-1,0
The Dovetail Companies,2013-12-20,1,1
The Dovetail Companies,2014-01-07,2,3
The First Tee Greater Austin,2014-09-25,1,1
The First Tee Greater Austin,2014-10-02,1,2
The First Tee Greater Austin,2015-09-25,-1,1
The First Tee Greater Austin,2015-10-02,-1,0
The Gottesman Company,2013-12-20,1,1
The Gottesman Company,2014-01-07,2,3
The Gottesman Company,2016-01-06,-1,2
The Greystone Group,2014-04-25,1,1
The Greystone Group,2014-06-27,1,2
The Greystone Group,2015-04-25,-1,1
The Greystone Group,2015-06-27,-1,0
The Hanover Company,2014-10-02,1,1
The Hanover Company,2015-01-08,1,2
The Hanover Company,2016-01-08,-1,1
The Kucera Companies,2013-12-20,1,1
The Kucera Companies,2014-01-07,2,3
The Menagerie,2011-08-17,1,1
The Menagerie,2012-08-16,-1,0
The Mulholland Group,2013-03-04,1,1
The Mulholland Group,2014-03-04,-1,0
The Muskin Company,2013-01-03,2,2
The Muskin Company,2014-01-03,-2,0
The NRP Group,2013-12-20,1,1
The NRP Group,2014-01-07,2,3
The NRP Group,2014-04-25,1,4
The NRP Group,2014-06-27,1,5
The NRP Group,2015-10-15,1,6
The NRP Group,2015-11-07,1,7
The NRP Group,2016-01-16,1,8
The Park at Travis Country COA,2014-04-25,1,1
The Park at Travis Country COA,2014-06-27,1,2
The RK Group,2011-05-10,1,1
The RK Group,2012-05-09,-1,0
"The Real Estate Council of Austin, Inc.",2012-03-05,1,1
"The Real Estate Council of Austin, Inc.",2013-03-05,-1,0
"The Real Estate Council of Austin, Inc.",2014-01-31,2,2
"The Real Estate Council of Austin, Inc.",2014-12-11,1,3
"The Real Estate Council of Austin, Inc.",2015-01-31,-2,1
"The Real Estate Council of Austin, Inc.",2015-12-11,-1,0
The Samuel Group Architects,2011-08-17,1,1
The Samuel Group Architects,2012-08-16,-1,0
The Stratford Company,2013-01-10,1,1
The Stratford Company,2013-10-01,1,2
The Stratford Company,2014-01-10,-1,1
The Stratford Company,2014-08-01,1,2
The Stratford Company,2015-01-08,1,3
The University of Texas System,2013-12-20,1,1
The University of Texas System,2014-01-07,2,3
The University of Texas System,2015-02-02,3,6
The University of Texas System,2016-02-02,-1,5
Thinkery,2014-04-24,1,1
Thomas Southwest,2013-02-14,1,1
Tierra Concepts,2013-12-20,1,1
Tierra Concepts,2014-01-07,2,3
Titan Capital Investment Group,2014-01-16,1,1
Tokyo Electron America,2013-10-08,1,1
Tokyo Electron America,2014-10-08,-1,0
Tokyo Electron America,2015-10-23,1,1
Tomlinson's Feed and Pets,2014-03-31,1,1
Tomlinson's Feed and Pets,2015-03-31,-1,0
Torchy's Tacos,2015-10-23,1,1
Toria and Blake English,2014-08-01,1,1
Total Wine and More,2014-12-23,1,1
Total Wine and More,2015-01-06,2,3
Trail Foundation,2014-04-24,1,1
Trammell Crow Company,2013-03-04,1,1
Trammell Crow Company,2014-03-04,-1,0
Trammell Crow Company,2014-12-23,1,1
Trammell Crow Company,2015-01-06,2,3
Transmission Events,2015-01-29,1,1
Transmission Events,2016-01-29,-1,0
Transwestern Commercial,2014-01-09,2,2
Transwestern Commercial,2014-07-09,1,3
Transwestern Commercial,2014-08-29,1,4
Transwestern Commercial,2015-08-29,-1,3
Transwestern Commercial,2015-12-21,-1,2
Travis County Emergency Services District No. 11,2013-08-15,1,1
Travis County Emergency Services District No. 11,2014-08-15,-1,0
Travis Entitlements,2010-12-16,1,1
Travis Entitlements,2011-12-16,-1,0
Travis Hotel Group,2014-04-25,1,1
Travis Hotel Group,2014-06-27,1,2
Treaty Oak Bank,2013-01-03,2,2
Treaty Oak Bank,2014-01-03,-2,0
Tri Recycling,2011-08-17,1,1
Tri Recycling,2012-08-16,-1,0
Trilogy Enterprises,2011-08-17,1,1
Trilogy Enterprises,2012-08-16,-1,0
Trilogy Enterprises,2014-04-25,1,1
Trilogy Enterprises,2014-06-27,1,2
Trinity Insurance Group,2014-03-13,1,1
Trinsic Residential Group,2013-07-09,1,1
Trinsic Residential Group,2014-01-09,1,2
Trinsic Residential Group,2014-05-04,1,3
Trinsic Residential Group,2015-01-09,-1,2
Trinsic Residential Group,2015-07-09,-1,1
Trinsic Residential Group,2016-01-12,-1,0
Triton Receivership,2013-03-07,1,1
Triton Receivership,2014-03-07,-1,0
Troublemaker Studios,2013-01-03,2,2
Troublemaker Studios,2014-01-03,1,3
Troublemaker Studios,2016-02-02,-1,2
Trudy's Texas Star,2013-12-20,1,1
Trudy's Texas Star,2014-01-07,2,3
"Turner, Ben",2013-01-03,2,2
"Turner, Ben",2014-01-03,-2,0
Turnkey Cap. Group,2014-08-20,1,1
Turnkey Cap. Group,2015-08-20,-1,0
Twelve Lakes,2015-02-02,1,1
Twelve Lakes,2016-01-05,1,2
Twelve Lakes,2016-01-13,2,4
Twelve Lakes,2016-02-02,-1,3
Twin Liquors,2014-03-31,1,1
Twin Oaks Associates,2012-01-17,1,1
Twin Oaks Associates,2013-01-03,2,3
Twin Oaks Associates,2013-01-16,-1,2
Twin Oaks Associates,2014-01-03,1,3
Twin Oaks Associates,2016-02-02,-1,2
"Tynberg, Alex and Elisabeth",2013-01-03,2,2
"Tynberg, Alex and Elisabeth",2014-01-03,-2,0
U.S. Hispanic Contractors Association,2013-03-04,1,1
U.S. Hispanic Contractors Association,2014-03-04,-1,0
UMLAUF Sculpture Gardens and Museum,2014-03-10,1,1
UMLAUF Sculpture Gardens and Museum,2015-03-10,-1,0
UMLAUF Sculpture Gardens and Museum,2016-01-12,1,1
URSTCO GP,2013-01-03,2,2
URSTCO GP,2014-01-03,-2,0
Uber Technologies,2013-09-12,1,1
Uber Technologies,2014-05-15,2,3
Uber Technologies,2015-05-08,-1,2
Uber Technologies,2015-05-15,-1,1
Uber Technologies,2016-02-27,1,2
UniSite,2014-04-29,1,1
United Cab,2012-01-07,2,2
United Cab,2013-01-06,-2,0
United Road Towing dba UR Vehicle Management Solutions,2014-06-09,2,2
Universal Health Services,2011-05-10,1,1
Universal Health Services,2012-05-09,-1,0
Urban Outfitters,2013-12-20,1,1
Urban Outfitters,2014-01-07,2,3
V and S Enterprises,2010-06-24,1,1
V and S Enterprises,2011-06-24,-1,0
V and S Enterprises,2011-08-17,1,1
V and S Enterprises,2012-08-16,-1,0
V and S Enterprises,2014-04-25,1,1
V and S Enterprises,2014-06-27,1,2
VIA Motors,2011-04-14,1,1
VIA Motors,2012-04-13,-1,0
Vargas Properties I,2014-03-31,1,1
Velocity Park I,2014-08-01,1,1
Verbena Design Studio,2011-08-17,1,1
Verbena Design Studio,2012-08-16,-1,0
Versa Development,2010-06-24,1,1
Versa Development,2011-06-24,-1,0
Versa Development,2011-08-17,1,1
Versa Development,2012-08-16,-1,0
Versa Development,2014-04-25,1,1
Versa Development,2014-06-27,1,2
Vert Cab,2015-05-19,1,1
Vijay Patel,2014-03-31,1,1
Vineyard Management,2013-09-05,1,1
Vineyard Management,2014-09-05,-1,0
Vinson Radke Investments,2014-08-01,1,1
Vista Property Company,2014-01-09,1,1
Vista Property Company,2015-01-09,-1,0
Vivo Hospitality,2013-12-20,1,1
Vivo Hospitality,2014-01-07,2,3
W and G Partnership,2013-12-20,1,1
W and G Partnership,2014-01-07,2,3
WEHBE Properties,2013-04-30,1,1
WEHBE Properties,2015-08-20,-1,0
WJP Swede Hill,2015-02-02,2,2
WJP Swede Hill,2016-01-13,1,3
WJP Swede Hill,2016-02-02,-1,2
WLP Architect Bill Perkins,2014-08-20,1,1
WLP Architect Bill Perkins,2015-08-20,-1,0
Wagwater Partners,2014-03-31,1,1
Wal-Mart,2011-04-21,1,1
Wal-Mart,2012-04-20,-1,0
Wal-Mart,2013-10-08,1,1
Wal-Mart,2014-07-01,1,2
Wal-Mart,2015-07-01,-1,1
Waller Creek Conservancy,2012-01-06,1,1
Waller Creek Conservancy,2013-01-05,-1,0
Walter A. DeRoeck,2013-10-08,1,1
Walter B. Eads,2014-04-25,1,1
Walter B. Eads,2014-06-27,1,2
Walter B. Eads,2015-04-25,-1,1
Walter B. Eads,2015-06-27,-1,0
Walters Southwest,2013-07-09,1,1
Walters Southwest,2014-01-09,2,3
Walters Southwest,2014-08-29,1,4
Walters Southwest,2015-07-09,-1,3
Walters Southwest,2015-12-21,-1,2
Walton Development,2015-10-23,1,1
Walton International Group,2013-12-20,1,1
Walton International Group,2014-01-07,2,3
Walton International Group,2014-01-08,1,4
Walton Stacy Partners,2013-12-20,1,1
Walton Stacy Partners,2014-01-07,2,3
"Warshaw, Larry",2013-01-03,2,2
"Warshaw, Larry",2014-01-03,1,3
"Warshaw, Larry",2016-02-02,-1,2
Water Control Irrigation District # 10,2013-10-08,1,1
Waterloo Development,2014-08-01,1,1
Wayside Schools,2016-01-20,1,1
Weekley Homes,2014-01-03,3,3
Weekley Homes,2016-02-02,-1,2
Wells Branch MUD,2013-10-08,1,1
Wells Fargo,2014-10-09,1,1
Wells Fargo,2015-01-12,1,2
Wells Fargo,2015-11-07,1,3
Wendow,2011-08-17,1,1
Wendow,2012-08-16,-1,0
Wes Peoples Homes,2015-02-02,2,2
Wes Peoples Homes,2016-01-13,1,3
Wes Peoples Homes,2016-02-02,-1,2
West Austin Youth Association,2013-10-08,1,1
Westbank Community Library District,2013-12-20,1,1
Westbank Community Library District,2014-01-07,2,3
Western Rim Investment Advisors,2014-10-09,2,2
Western Rim Investment Advisors,2015-01-12,2,4
Western Rim Investment Advisors,2015-10-09,-1,3
Western Rim Investment Advisors,2015-11-07,1,4
Western Rim Investment Advisors,2016-01-12,-1,3
Whataburger,2013-08-20,1,1
White Lodging Services,2013-12-20,1,1
White Lodging Services,2014-01-07,2,3
White Lodging Services,2014-10-16,1,4
"Whitman, Requardt and Associates",2015-07-15,1,1
Wilfred Naddef,2011-05-10,2,2
Wilfred Naddef,2012-05-09,-2,0
"Wilkerson, Eric",2013-12-20,1,1
"Wilkerson, Eric",2014-01-07,2,3
"Wilkinson, Julia Matthews",2013-12-20,1,1
"Wilkinson, Julia Matthews",2014-01-07,2,3
Will Bridges,2014-08-20,2,2
Will Bridges,2015-08-20,-2,0
William Archer,2013-10-01,1,1
William Archer,2014-10-01,-1,0
Winding Prairie Grass Trails,2015-04-18,1,1
Winstead,2014-02-03,1,1
Winstead,2015-02-03,-1,0
Wolfpack Group,2015-07-15,2,2
"Wong, M.D., Mitchel",2013-01-03,2,2
"Wong, M.D., Mitchel",2014-01-03,1,3
"Wong, M.D., Mitchel",2016-02-02,-1,2
Workers Defense Project,2013-05-01,1,1
Workers Defense Project,2013-07-23,1,2
Workers Defense Project,2014-05-01,-1,1
Workers Defense Project,2014-06-04,1,2
Workers Defense Project,2014-07-23,-1,1
Workers Defense Project,2015-02-18,1,2
Workers Defense Project,2015-06-04,-1,1
Workers Defense Project,2015-09-16,1,2
Xerox,2014-06-09,1,1
"Yacktman, Stephen and Ellyn",2012-01-06,1,1
"Yacktman, Stephen and Ellyn",2013-01-05,-1,0
ZFB,2013-02-14,1,1
ZIR Investments,2014-05-02,1,1
Zachary Scott Theatre,2011-08-17,1,1
Zachary Scott Theatre,2012-08-16,-1,0
Zapalac/Reed Construction Company,2013-01-03,2,2
Zapalac/Reed Construction Company,2014-01-03,-2,0
Zilker Park Residences Partners,2011-08-17,1,1
Zilker Park Residences Partners,2012-08-16,-1,0
Zilker Park Residences Partners,2014-04-25,1,1
Zilker Park Residences Partners,2014-06-27,1,2
"Zuniga, Diana",2016-01-09,1,1
Zydeco Development,2013-01-03,2,2
Zydeco Development,2014-01-03,1,3
Zydeco Development,2014-03-31,1,4
Zydeco Development,2016-02-02,-1,3
bella-mi Children's Store,2011-08-17,1,1
bella-mi Children's Store,2012-08-16,-1,0
thinkEAST,2013-10-01,1,1
thinkEAST,2014-10-01,-1,0
