Client,Date,Change,Cumulative
Lone Star Cab Company,2011-04-21,1,1
Lone Star Cab Company,2012-04-20,-1,0
Lone Star Rail,2013-04-29,1,1
Lone Star Rail,2014-08-05,1,2
Lone Star Rail,2015-06-25,-1,1
Lone Star Rail,2015-08-05,-1,0
Lone Star Rail,2016-02-04,1,1
Lone Star Rail District (Austin-San Antonio Commuter Rail District),2013-01-07,1,1
Lone Star Rail District (Austin-San Antonio Commuter Rail District),2014-01-07,-1,0
Lone Star Rail District (Austin-San Antonio Commuter Rail District),2015-01-13,1,1
Lone Star Rail District (Austin-San Antonio Commuter Rail District),2016-01-13,-1,0
"Lorenz, Perry",2011-08-17,1,1
"Lorenz, Perry",2012-08-16,-1,0
"Lorenz, Perry",2013-01-03,2,2
"Lorenz, Perry",2014-01-03,1,3
"Lorenz, Perry",2016-02-02,-3,0
Lost Creek Neighborhood Assoc,2014-06-27,1,1
Lost Creek Neighborhood Assoc,2015-04-24,1,2
"Lunsford, Jesse",2015-04-24,1,1
"Lunsford, Jesse",2015-06-27,1,2
Luxe Valet,2015-07-02,1,1
Lyda Family Trust,2013-01-10,1,1
Lyda Family Trust,2013-10-01,1,2
Lyda Family Trust,2014-01-10,-1,1
Lyda Family Trust,2015-10-02,-1,0
Lyft,2014-04-24,1,1
Lyft,2014-04-25,1,2
Lyft,2015-04-25,-1,1
Lyft,2016-01-05,1,2
Lyft,2016-01-09,1,3
Lynxs,2012-10-22,1,1
Lynxs,2013-10-22,-1,0
M.J. Investments,2015-09-01,1,1
MBC Engineers,2013-10-28,1,1
MBC Engineers,2015-01-12,1,2
MBC Engineers,2015-11-07,1,3
MKKN Development,2013-04-29,1,1
MKKN Development,2014-04-29,-1,0
MOMARK Development,2015-09-01,1,1
MPVI,2013-10-28,1,1
MPVI,2014-10-28,-1,0
MS General Contractors,2014-08-20,1,1
MS General Contractors,2015-08-20,-1,0
MTG Management,2011-08-17,1,1
MTG Management,2012-08-16,-1,0
MTG Management,2014-04-25,1,1
MTG Management,2014-06-27,1,2
MVAA,2013-03-04,1,1
MVAA,2014-03-04,-1,0
MWH Constructors,2013-10-08,1,1
Maderone Ventures,2014-08-20,1,1
Maderone Ventures,2015-08-20,-1,0
Magellan Development Group,2013-12-20,1,1
Magellan Development Group,2014-01-07,2,3
Magic Carpet,2011-08-17,1,1
Magic Carpet,2012-08-16,-1,0
Magnolia Montessori for all,2013-12-20,1,1
Magnolia Montessori for all,2014-01-07,2,3
Magnolia Montessori for all,2014-01-16,1,4
Majestic Realty,2013-12-20,1,1
Majestic Realty,2014-01-07,1,2
Majestic Realty,2015-01-06,1,3
Makar Development - Waters Edge,2013-02-14,1,1
Makar Development - Waters Edge,2015-08-01,-1,0
Makar Properties,2013-12-20,1,1
Makar Properties,2014-01-07,2,3
Manchester Financial Group,2013-07-09,1,1
Manchester Financial Group,2014-01-09,2,3
Manchester Financial Group,2014-07-09,-1,2
Manchester Financial Group,2014-08-29,1,3
Manchester Financial Group,2015-07-15,1,4
Manchester Financial Group,2015-12-21,-1,3
Manoj Saxena,2014-12-23,1,1
Manoj Saxena,2015-01-06,2,3
Marc Knutsen Companies,2013-01-17,1,1
Marc Knutsen Companies,2014-01-17,-1,0
Marcus Whitfield,2014-04-25,1,1
Marcus Whitfield,2015-06-27,1,2
Mariposa Montessori,2014-10-09,1,1
Mariposa Montessori,2015-01-12,1,2
Mariposa Montessori,2015-11-07,1,3
Mark Cathcart,2013-10-07,2,2
Mark Cathcart,2015-10-15,-2,0
Marval Property Investments,2014-03-31,1,1
Marval Property Investments,2015-03-31,-1,0
Marvin Petzolt,2013-07-23,1,1
Marvin Petzolt,2014-07-23,-1,0
Masterplan,2015-09-05,1,1
Maund Automotive Group,2015-07-21,1,1
McAdams Enterprises,2014-04-25,1,1
McAdams Enterprises,2014-06-27,1,2
"McCullough, Todd",2013-12-20,1,1
"McCullough, Todd",2014-01-07,2,3
McDonalds,2013-08-20,1,1
"McGinnis, Michael J.",2013-02-14,1,1
McKinstry,2015-06-13,1,1
McShane Development,2013-10-01,1,1
McShane Development,2013-10-08,1,2
McShane Development,2014-10-01,-1,1
Megabus Southwest,2014-10-09,1,1
Megabus Southwest,2015-01-12,1,2
Megabus Southwest,2015-11-07,1,3
Meredith Family Revocable Trust,2013-12-20,1,1
Meredith Family Revocable Trust,2014-01-07,2,3
Meritage Homes of Texas,2014-01-08,1,1
"Messier, David M.",2015-04-25,1,1
Met Center,2013-01-03,4,4
Met Center,2014-01-03,0,4
Met Center,2014-03-31,2,6
Met Center,2015-03-31,-1,5
Met Center,2016-02-02,-1,4
Michael Biter,2013-04-30,1,1
Michael Biter,2014-04-30,-1,0
Michael Young,2015-09-01,1,1
"Middleton, David",2014-12-23,1,1
"Middleton, David",2015-01-06,2,3
"Mikhail, Sam",2014-08-20,1,1
"Mikhail, Sam",2015-08-20,-1,0
Milestone Community Builders,2013-07-16,1,1
Milestone Community Builders,2013-10-01,1,2
Milestone Community Builders,2014-03-31,1,3
Milestone Community Builders,2014-07-16,-1,2
Milestone Community Builders,2014-10-01,-1,1
Milestone Community Builders,2015-08-01,1,2
Mill Creek Residential Trust,2014-04-25,1,1
Mill Creek Residential Trust,2014-06-27,1,2
Miller Uniform,2014-08-20,1,1
Miller Uniform,2015-08-20,-1,0
"Miller, John Calhoun",2011-08-17,1,1
"Miller, John Calhoun",2012-08-16,-1,0
Minority Contractors Trade Association Alliance,2013-03-04,1,1
Minority Contractors Trade Association Alliance,2014-03-04,-1,0
Mission Homes,2013-04-29,1,1
Mission Homes,2014-04-29,-1,0
Mobile Loaves and Fishes,2014-01-09,1,1
Mobile Loaves and Fishes,2016-01-12,-1,0
Monocoque Diversified Interests,2011-08-17,1,1
Monocoque Diversified Interests,2012-08-16,-1,0
Montana Builders,2014-08-20,1,1
Montana Builders,2015-08-20,-1,0
Morgan Group,2013-01-10,1,1
Morgan Group,2013-10-01,1,2
Morgan Group,2014-01-10,-1,1
Morgan Group,2014-10-01,-1,0
"Moritz, Jim/Moritz Properties",2013-01-03,2,2
"Moritz, Jim/Moritz Properties",2014-01-03,-2,0
"Morrison, David",2013-04-30,1,1
"Morrison, David",2015-08-20,-1,0
"Moumouris, Lampros",2014-04-25,1,1
"Moumouris, Lampros",2014-06-27,1,2
Mr. Irish Properties,2015-07-21,1,1
Mr. Tramps Bar and Tavern,2014-05-02,1,1
Mr. Tramps Bar and Tavern,2015-05-02,-1,0
Munsch Hardt Kopf and Harr,2013-03-07,1,1
Munsch Hardt Kopf and Harr,2014-03-07,-1,0
Munson Park,2013-01-03,2,2
Munson Park,2014-01-03,-2,0
Mustaquali Momin/Thaxton Properties,2014-03-31,1,1
Mustaquali Momin/Thaxton Properties,2015-03-31,-1,0
"Myers, B.J., DDS",2015-02-13,1,1
NB 26 Properties,2014-03-31,1,1
NEC Corportation of America,2014-06-09,1,1
NRG Energy,2015-01-20,1,1
"Nadeau, Sean",2011-08-17,1,1
"Nadeau, Sean",2012-08-16,-1,0
"Nassour, Jimmy",2015-09-01,1,1
National Joint Powers Alliance,2012-09-28,1,1
National Joint Powers Alliance,2013-09-28,-1,0
National Works,2012-01-06,1,1
National Works,2013-01-05,-1,0
Neal Richards Group,2013-10-01,1,1
Neal Richards Group,2013-10-08,1,2
Neal Richards Group,2015-10-02,-1,1
Neal Richards Group,2015-10-16,-1,0
Neans Investments,2014-08-01,1,1
"Nelsen, Brad",2013-12-20,1,1
"Nelsen, Brad",2014-01-07,2,3
New TPG Four Points,2013-01-03,2,2
New TPG Four Points,2014-01-03,-2,0
NextEra Energy Resources,2013-07-01,1,1
NextEra Energy Resources,2014-07-01,-1,0
Noble Savage Design/Build,2011-08-17,1,1
Noble Savage Design/Build,2012-08-16,-1,0
North American Title Group,2015-04-25,1,1
North Austin MUD No. 1,2013-07-18,1,1
North Austin MUD No. 1,2013-10-08,1,2
North Austin MUD No. 1,2013-12-20,1,3
North Austin MUD No. 1,2014-01-07,2,5
North Austin MUD No. 1,2014-07-18,-1,4
North Austin MUD No. 1,2015-12-23,-1,3
North Austin Municipal Utility District No. 1,2014-12-23,1,1
North I-35 Business Park,2014-03-31,1,1
Northrop Grumman,2013-06-18,1,1
Northtown MUD,2014-10-16,1,1
Northwest Austin Civic Association,2011-08-17,1,1
Northwest Austin Civic Association,2012-08-16,-1,0
NuRock Development,2011-08-17,1,1
NuRock Development,2012-08-16,-1,0
"O'Hayer, Matthew",2015-06-27,1,1
"OHL, USA",2012-10-22,1,1
"OHL, USA",2013-10-22,-1,0
OHL/Zachary,2012-10-22,1,1
OHL/Zachary,2013-10-22,-1,0
Oak Hill United Methodist Church,2011-08-17,1,1
Oak Hill United Methodist Church,2012-08-16,-1,0
Oden Hughes,2013-10-07,2,2
Oden Hughes,2014-12-21,1,3
Oden Hughes,2015-01-12,1,4
Oden Hughes,2015-07-15,1,5
Oden Hughes,2015-10-15,-1,4
Oden Hughes,2016-01-12,-1,3
Oliva's Tailor Shop,2011-08-17,1,1
Oliva's Tailor Shop,2012-08-16,-1,0
One World Theatre,2012-09-27,1,1
One World Theatre,2012-10-19,1,2
One World Theatre,2013-09-27,-1,1
One World Theatre,2013-10-19,-1,0
Onion Associates,2013-12-20,1,1
Onion Associates,2014-01-07,2,3
Onion Creek Club,2015-08-18,1,1
Oportun,2015-07-21,1,1
Oracle America,2013-06-18,1,1
Oracle America,2015-12-24,1,2
Orangestone Bluegrass,2013-12-20,1,1
Orangestone Bluegrass,2014-01-07,2,3
Osten Hall,2014-10-09,1,1
Osten Hall,2015-01-12,1,2
Osten Hall,2015-11-07,1,3
Oxford Alliance Investments,2011-08-17,1,1
Oxford Alliance Investments,2012-08-16,-1,0
Oxford Alliance Investments,2014-04-25,1,1
Oxford Alliance Investments,2014-06-27,1,2
P and H Medical Solutions,2011-08-17,1,1
P and H Medical Solutions,2012-08-16,-1,0
P&S Investments I,2013-12-20,1,1
P&S Investments I,2014-01-07,2,3
PEC Pedernales Electric Cooperative,2014-02-03,1,1
PEC Pedernales Electric Cooperative,2015-02-03,-1,0
PK Jarvis,2015-07-21,1,1
PPF AMLI Covered Bridge Drive,2014-03-31,1,1
PRJ Development,2014-03-31,1,1
PSW Real Estate,2014-05-02,1,1
PSW Real Estate,2014-07-23,1,2
PSW Real Estate,2015-07-23,-1,1
Pacifica Host Hotels,2011-08-17,1,1
Pacifica Host Hotels,2012-08-16,-1,0
Pacifica Host Hotels,2014-04-25,1,1
Pacifica Host Hotels,2014-06-27,1,2
"Pacitti, Chris",2014-12-23,1,1
"Pacitti, Chris",2015-01-06,2,3
"Pahala Ventures, LLC dba Austin Emergency Center",2015-07-21,1,1
Pasta and Company,2011-08-17,1,1
Pasta and Company,2012-08-16,-1,0
Patterson Properties,2014-05-02,1,1
Patterson Properties,2015-05-02,-1,0
Paz Doty,2014-04-25,1,1
Paz Doty,2014-06-27,1,2
Paz Doty,2015-04-25,-1,1
Paz Doty,2015-06-27,-1,0
Pearson Place at Avery Ranch,2013-02-14,1,1
Pecan Street Association,2013-10-28,1,1
Pecan Street Association,2015-01-12,1,2
Pecan Street Association,2015-11-07,1,3
Pegalo Properties,2014-10-09,1,1
Pegalo Properties,2015-01-12,1,2
Pegalo Properties,2015-11-07,1,3
Permit Partners,2013-04-29,1,1
Permit Partners,2014-04-29,-1,0
Perry Estates,2013-10-07,2,2
Perry Estates,2014-04-24,1,3
Perry Estates,2015-10-15,-2,1
Peter T. Martin and Kevin McNeil Martin and Martin Law,2011-08-17,1,1
Peter T. Martin and Kevin McNeil Martin and Martin Law,2012-08-16,-1,0
"Petty, Stephen",2010-06-24,1,1
"Petty, Stephen",2011-06-24,-1,0
Peyton Riley No. 3,2013-10-07,2,2
Peyton Riley No. 3,2015-10-15,-2,0
Pfizer,2016-02-05,1,1
"Pinkston, Lica",2013-01-03,2,2
"Pinkston, Lica",2014-01-03,1,3
"Pinkston, Lica",2016-02-02,-1,2
Pitney Bowes,2013-06-18,1,1
Pitney Bowes,2015-06-09,-1,0
Plaza Lofts,2014-04-25,1,1
Plaza Lofts,2015-04-25,-1,0
Pohl Partners,2014-03-10,1,1
Pohl Partners,2015-03-10,-1,0
Pohl Partners,2016-01-12,1,1
Post Paggi,2013-07-09,1,1
Post Paggi,2014-01-09,3,4
Post Paggi,2014-07-09,-1,3
Post Paggi,2015-01-09,-1,2
Post Paggi,2016-01-12,-2,0
PowerFin Texas Solar Projects,2015-01-12,1,1
PowerFin Texas Solar Projects,2016-01-12,-1,0
Powerfin Partners,2015-01-16,1,1
Powerfin Partners,2015-01-20,1,2
Premier Parking Enforcement,2015-04-24,1,1
Premier Parking Enforcement,2015-06-27,1,2
Presidio Pictures,2013-01-03,2,2
Presidio Pictures,2014-01-03,-2,0
Presidium Group,2013-10-07,1,1
Presidium Group,2014-10-07,-1,0
Preston General Contractors,2016-01-12,1,1
Prevarian Hospital Partners,2011-08-17,1,1
Prevarian Hospital Partners,2012-08-16,-1,0
Prevarian Hospital Partners,2014-04-25,1,1
Prevarian Hospital Partners,2014-06-27,1,2
Prism,2015-01-06,1,1
Prism,2016-01-06,-1,0
Provident Realty Advisors,2015-01-08,1,1
Provident Realty Advisors,2016-01-08,-1,0
Public Citizen,2012-04-17,1,1
Public Citizen,2013-04-17,-1,0
Pulte Homes of Texas,2014-08-01,1,1
Pyramis Global Advisors Holdings,2013-11-07,1,1
Pyramis Global Advisors Holdings,2015-02-19,-1,0
Qualico,2013-12-20,1,1
Qualico,2014-01-07,2,3
Quest Tower View,2014-03-31,1,1
R and R Limousine and Bus,2013-06-28,1,1
R and R Limousine and Bus,2014-06-28,-1,0
RDE Assets,2015-07-21,1,1
REIT Management and Research,2013-12-20,1,1
REIT Management and Research,2014-01-07,2,3
REIT Management and Research,2014-01-16,1,4
REIT Management and Research,2015-01-16,-1,3
RFD and Associates,2014-06-09,1,1
RFD and Associates,2015-06-09,-1,0
RIP Esselsttyn,2013-04-29,1,1
RIP Esselsttyn,2014-04-29,-1,0
RJMadden,2014-10-09,1,1
RJMadden,2015-01-12,1,2
RJMadden,2015-11-07,1,3
RKS Texas Investments,2013-07-18,1,1
RKS Texas Investments,2013-09-05,1,2
ROI Entertainment,2014-01-09,1,1
ROI Entertainment,2015-01-09,-1,0
Radec Management,2011-08-17,1,1
Radec Management,2012-08-16,-1,0
Radec Management,2014-04-25,1,1
Radec Management,2014-06-27,1,2
Radisson Hotel,2013-12-20,1,1
Radisson Hotel,2014-01-07,2,3
Radisson Hotel,2014-01-16,1,4
"Radtke, Lorin",2014-07-09,1,1
"Radtke, Lorin",2015-01-12,1,2
"Radtke, Lorin",2016-01-12,-1,1
Rancho Garza,2012-09-27,1,1
Rancho Garza,2012-10-19,1,2
Rancho Garza,2013-09-27,-1,1
Rancho Garza,2013-10-19,-1,0
Randy Wilson,2013-12-20,1,1
Randy Wilson,2014-01-07,2,3
Ranger Excavating,2014-03-13,1,1
Rathgeber Investment Co.,2015-01-13,1,1
Rathgeber Investment Co.,2016-01-13,-1,0
Reagan National Advertising,2011-08-17,1,1
Reagan National Advertising,2012-08-16,-1,0
Reagan National Advertising,2013-10-01,1,1
Reagan National Advertising,2014-04-25,1,2
Reagan National Advertising,2014-06-27,1,3
Reagan National Advertising,2014-10-01,-1,2
Reagan National Advertising,2015-01-08,1,3
Reagan National Advertising,2015-09-29,3,6
Reagan National Advertising,2016-01-08,-1,5
Recurrent Energy,2015-04-24,1,1
Recurrent Energy,2015-06-27,1,2
Red Bluff Partners,2014-09-04,1,1
Red Bluff Partners,2015-09-04,-1,0
Red Stone Construction,2015-06-13,1,1
RedLeaf Properties,2012-03-09,1,1
RedLeaf Properties,2013-03-09,-1,0
RedLeaf Properties,2013-04-29,1,1
RedLeaf Properties,2014-04-24,1,2
RedLeaf Properties,2014-04-29,-1,1
RedLeaf Properties,2016-01-09,1,2
Redflex Traffic Systems,2013-03-21,1,1
Redflex Traffic Systems,2014-03-21,-1,0
Redflex Traffic Systems,2014-04-21,1,1
Redflex Traffic Systems,2015-04-21,-1,0
Regents School of Austin,2013-01-10,1,1
Regents School of Austin,2013-10-01,1,2
Regents School of Austin,2014-01-10,-1,1
Regents School of Austin,2015-10-02,-1,0
Republic Services,2014-02-03,1,1
Republic Services,2016-01-29,-1,0
Republic Services of Austin,2014-01-09,1,1
Republic Services of Austin,2014-07-09,1,2
Republic Services of Austin,2014-08-29,1,3
Republic Services of Austin,2015-01-12,2,5
Republic Services of Austin,2015-07-09,-1,4
Republic Services of Austin,2015-08-29,-1,3
Republic Services of Austin,2016-01-12,-3,0
Republic Services of Austin,2016-02-23,1,1
"Rice, Robert",2013-12-20,1,1
"Rice, Robert",2014-01-07,2,3
Richard Hardin,2013-02-14,1,1
Richard Hardin,2015-08-01,-1,0
Rick Sheldon Real Estate,2014-03-31,1,1
Riddell Family,2013-12-20,1,1
Riddell Family,2014-01-07,2,3
Rio Equity,2015-07-21,1,1
Rip Miller,2014-01-09,1,1
Rip Miller,2015-01-09,-1,0
River Place Municipal Utility District,2013-07-01,1,1
River Place Municipal Utility District,2014-07-01,-1,0
Riverside Homes/Scott Turner,2014-03-31,1,1
"Riverside Resources Investments, Limited",2011-08-17,1,1
"Riverside Resources Investments, Limited",2012-08-16,-1,0
"Riverside Resources Investments, Limited",2013-01-03,2,2
"Riverside Resources Investments, Limited",2013-12-20,1,3
"Riverside Resources Investments, Limited",2014-01-03,0,3
"Riverside Resources Investments, Limited",2014-01-07,2,5
"Riverside Resources Investments, Limited",2014-04-25,1,6
"Riverside Resources Investments, Limited",2014-06-27,1,7
"Riverside Resources Investments, Limited",2015-01-20,1,8
"Riverside Resources Investments, Limited",2016-01-13,-1,7
Rob Roy Homeowners Association,2011-08-17,1,1
Rob Roy Homeowners Association,2012-08-16,-1,0
Rob Roy Homeowners Association,2013-09-05,1,1
Rob Roy Homeowners Association,2014-09-05,-1,0
"Robbins, Freddie H.",2013-01-03,2,2
"Robbins, Freddie H.",2014-01-03,-2,0
"Robbins, Stuart B.",2010-06-24,1,1
"Robbins, Stuart B.",2011-06-24,-1,0
"Robbins, Stuart B.",2013-01-03,2,2
"Robbins, Stuart B.",2014-01-03,-2,0
Robert Ehrlich,2011-08-17,2,2
Robert Ehrlich,2012-08-16,-2,0
Robert H. Theriot,2011-05-10,2,2
Robert H. Theriot,2012-05-09,-2,0
Robert P. Wills,2015-04-25,1,1
Robert Rock,2014-04-25,1,1
Robert Rock,2015-04-25,-1,0
Robert Ross,2011-08-17,2,2
Robert Ross,2012-08-16,-2,0
Robert Schmidt,2013-12-20,1,1
Robert Schmidt,2014-01-07,2,3
Robert Turner,2015-03-24,1,1
Robert Turner,2015-07-21,1,2
Robert Turner,2015-09-12,1,3
Roberts Resorts,2015-06-27,1,1
Robinson Ranch,2013-12-20,1,1
Robinson Ranch,2014-01-07,2,3
Robinson Ranch,2014-01-16,1,4
Robinson Ranch,2016-01-06,-1,3
"Rodriguez, Robert A.",2013-01-03,2,2
"Rodriguez, Robert A.",2014-01-03,1,3
"Rodriguez, Robert A.",2016-02-02,-1,2
Ron White Garza Estate,2015-01-28,1,1
Ron White Garza Estate,2016-01-28,-1,0
Round Rock ISD,2015-01-13,1,1
Round Rock ISD,2016-01-13,-1,0
Roy Cavanaugh,2013-09-05,1,1
Roy Cavanaugh,2014-09-05,-1,0
Roy Cavanaugh,2015-01-12,2,2
Roy Cavanaugh,2015-08-18,1,3
Roy Cavanaugh,2016-01-12,-2,1
Russell's Bakery,2011-08-17,1,1
Russell's Bakery,2012-08-16,-1,0
Russell's Bistro,2011-08-17,1,1
Russell's Bistro,2012-08-16,-1,0
Ryan Companies,2014-04-24,2,2
Ryan Companies,2014-12-23,1,3
Ryan Companies,2015-01-06,2,5
Ryan Companies,2015-04-24,-1,4
Ryan Street and Associates,2013-12-20,1,1
Ryan Street and Associates,2014-01-07,2,3
S.H. 130-71 Holdings,2015-10-06,1,1
S.H. 130-71 Holdings,2016-01-09,1,2
SC Lantana Investors,2013-07-18,1,1
SC Lantana Investors,2013-09-05,1,2
SC Lantana Investors,2014-07-18,-1,1
SC Lantana Investors,2014-09-05,-1,0
SELTEX,2014-04-24,1,1
SFSV Hill,2014-03-31,1,1
SFSV Hill,2015-03-31,-1,0
SNAP Set,2014-08-20,1,1
SNAP Set,2015-08-20,-1,0
SXSW,2013-01-03,2,2
SXSW,2014-01-03,2,4
SXSW,2016-02-02,-1,3
Sackmann Enterprises,2013-10-07,2,2
Sackmann Enterprises,2014-07-01,1,3
Sackmann Enterprises,2015-04-25,1,4
Sackmann Enterprises,2015-07-01,-1,3
Sackmann Enterprises,2015-10-15,-2,1
Safeway,2013-12-20,1,1
Safeway,2014-01-07,2,3
Sage South Shore,2013-01-10,1,1
Sage South Shore,2013-10-01,1,2
Sage South Shore,2014-01-10,-1,1
Sage South Shore,2014-10-01,-1,0
Saint Edward's University,2011-08-17,1,1
Saint Edward's University,2012-08-16,-1,0
Saint Edward's University,2013-01-03,2,2
Saint Edward's University,2014-01-03,-2,0
Saleem Tawill,2014-04-25,1,1
Saleem Tawill,2015-04-25,-1,0
Sam Kumar 9th and Red River,2014-08-20,1,1
Sam Kumar 9th and Red River,2015-08-20,-1,0
Samsung,2014-10-16,2,2
Samsung,2015-10-16,-1,1
Sandstone Ventures,2014-04-25,1,1
Sandstone Ventures,2014-06-27,1,2
Save Austin,2013-03-04,1,1
Save Austin,2014-03-04,-1,0
Save Our Springs Alliance,2014-06-01,1,1
Save Our Springs Alliance,2016-01-26,-1,0
Sawtooth Development Group,2013-10-01,1,1
Sawtooth Development Group,2014-10-01,-1,0
Scarbrough Ventures,2013-01-03,2,2
Scarbrough Ventures,2014-01-03,-1,1
Scarbrough Ventures,2015-01-03,-1,0
Scenic Austin,2015-10-15,1,1
Scenic Austin,2015-11-07,1,2
Scenic Austin,2016-01-12,1,3
"Scenic Austin, a Chapter of Scenic Texas",2016-01-16,1,1
Schlosser Development,2014-04-29,1,1
"Schriber, Michael",2010-06-24,1,1
"Schriber, Michael",2011-06-24,-1,0
Schwab,2015-10-06,1,1
Scot Van Den Berg,2013-04-29,1,1
Scot Van Den Berg,2014-04-29,-1,0
Scotia Western States Housing,2013-07-16,1,1
Scotia Western States Housing,2014-07-16,-1,0
Scott Airport Property,2014-01-13,1,1
Scott Airport Property,2016-01-09,-1,0
Scott Sayers,2013-12-20,1,1
Scott Sayers,2014-01-07,2,3
"Scott, John",2014-12-23,1,1
"Scott, John",2015-01-06,2,3
Seaman Development,2015-07-21,1,1
"Second Congress, Limited",2011-08-17,1,1
"Second Congress, Limited",2012-08-16,-1,0
Senior Quality Lifestyles,2014-07-09,1,1
Senior Quality Lifestyles,2014-08-29,1,2
Senior Quality Lifestyles,2015-01-12,3,5
Senior Quality Lifestyles,2015-07-09,-1,4
Senior Quality Lifestyles,2015-08-29,-1,3
Senior Quality Lifestyles,2016-01-12,-3,0
Seton Healthcare,2012-07-05,4,4
Seton Healthcare,2013-04-29,1,5
Seton Healthcare,2013-07-05,-4,1
Seton Healthcare,2013-12-20,1,2
Seton Healthcare,2014-01-07,2,4
Seton Healthcare,2014-01-16,1,5
Seton Healthcare,2014-04-29,-1,4
Seton Healthcare,2015-05-16,3,7
Seton Healthcare,2015-10-23,1,8
Shady Hollow MUD,2013-07-01,1,1
Shady Hollow MUD,2014-07-01,-1,0
"Shapiro, Bobby and Jim",2013-12-20,1,1
"Shapiro, Bobby and Jim",2014-01-07,2,3
Sheahan Business Center,2014-03-31,1,1
Sheffield Partners,2013-02-14,1,1
Sheffield Partners,2015-08-01,-1,0
Shirley Vega,2014-08-20,1,1
Shirley Vega,2015-08-20,-1,0
Shoal Creek Saloon,2011-08-17,1,1
Shoal Creek Saloon,2012-08-16,-1,0
Shoreline Christian Center,2011-05-10,1,1
Shoreline Christian Center,2012-05-09,-1,0
"Sifuentes, Marina",2015-03-24,1,1
Simmons Vedder Partners,2014-01-09,2,2
Simmons Vedder Partners,2014-08-01,1,3
Simmons Vedder Partners,2015-01-09,-1,2
Simmons Vedder Partners,2016-01-12,-1,1
Simon Property Group,2013-10-08,1,1
Simon Property Group,2014-01-09,2,3
Simon Property Group,2014-01-16,1,4
Simon Property Group,2014-10-08,-1,3
Simon Property Group,2014-12-23,1,4
Simon Property Group,2015-01-06,2,6
Simon Property Group,2015-01-09,-1,5
Simon Property Group,2016-01-12,-1,4
Skanska,2013-10-08,1,1
Skanska,2014-10-08,-1,0
"Skelton, Karen, Texas Realty Partners",2015-02-13,1,1
Ski Shores Properties,2015-07-21,1,1
Snappy Snacks Mobile Catering,2013-03-04,1,1
Snappy Snacks Mobile Catering,2014-03-04,-1,0
Sohil Momin,2014-04-25,1,1
Sohil Momin,2014-06-27,1,2
Solair Direct,2013-10-08,1,1
Solair Direct,2014-10-08,-1,0
Solar Austin Foundation,2012-01-19,1,1
Solar Austin Foundation,2013-01-18,-1,0
SolarCity,2014-05-02,1,1
Songhai Ventures,2014-01-09,1,1
Songhai Ventures,2015-12-21,-1,0
Sophie Wiman,2011-08-17,2,2
Sophie Wiman,2012-08-16,-2,0
South Austin Interests,2015-07-21,1,1
South IH-35 Investors,2013-01-03,2,2
South IH-35 Investors,2014-01-03,1,3
South IH-35 Investors,2016-02-02,-1,2
South Llano Strategies,2014-05-02,1,1
South Llano Strategies,2015-05-02,-1,0
South River City Citizens Associations,2014-04-25,1,1
South River City Citizens Associations,2015-06-27,1,2
Southern Company,2014-01-16,1,1
Southside Wrecker,2013-10-08,1,1
Southside Wrecker,2015-10-16,-1,0
Southwest Key/ East Austin College Prep Academy,2013-03-04,1,1
Southwest Key/ East Austin College Prep Academy,2014-03-04,-1,0
Southwest Parkway Partners,2013-01-03,2,2
Southwest Parkway Partners,2014-01-03,-2,0
Southwest Securities,2013-10-08,1,1
Southwest Securities,2014-10-08,-1,0
Southwest Strategies Group,2014-02-03,1,1
Southwest Strategies Group,2016-01-29,-1,0
Spansion,2014-10-16,1,1
Spansion,2015-10-16,-1,0
Speakeasy,2013-12-20,1,1
Speakeasy,2014-01-07,2,3
Spear Street Capital,2014-01-09,1,1
Spear Street Capital,2016-01-12,-1,0
Speedy Cash,2015-07-21,1,1
Speedy Stop,2013-12-20,1,1
Speedy Stop,2014-01-07,2,3
Spire Realty,2014-05-04,1,1
Spire Realty,2014-07-09,1,2
Spire Realty,2014-08-29,1,3
Spire Realty,2014-12-21,1,4
Spire Realty,2015-01-12,3,7
Spire Realty,2015-05-04,-1,6
Spire Realty,2015-07-09,-1,5
Spire Realty,2015-12-21,-1,4
Spire Realty,2016-01-05,1,5
Spire Realty,2016-01-12,-3,2
Sportsman's Barbershop,2011-08-17,1,1
Sportsman's Barbershop,2012-08-16,-1,0
Springdale Farms,2014-10-02,1,1
Springdale Farms,2015-01-08,1,2
Springdale Farms,2016-01-08,-1,1
Spurs Sports and Entertainment,2012-10-22,1,1
Spurs Sports and Entertainment,2013-10-22,-1,0
St. Andrew's Episcopal School,2013-12-20,1,1
St. Andrew's Episcopal School,2014-01-07,2,3
St. Catherine of Siena,2015-01-08,1,1
St. David's Foundation,2013-01-03,4,4
St. David's Foundation,2013-07-16,1,5
St. David's Foundation,2014-01-03,-3,2
St. David's Foundation,2014-07-16,-1,1
St. Mark's Episcopal Church,2015-01-12,1,1
St. Mark's Episcopal Church,2016-01-12,-1,0
St. Michael's Episcopal Church,2013-10-01,1,1
St. Michael's Episcopal Church,2014-10-01,-1,0
Stahl Bernal and Davies,2010-06-24,1,1
Stahl Bernal and Davies,2011-06-24,-1,0
Standard Pacific of Texas,2013-10-01,1,1
Standard Pacific of Texas,2015-10-02,-1,0
Starwood Capital Group,2014-01-09,1,1
Starwood Capital Group,2016-01-12,-1,0
Stephen Melchiode,2014-04-25,1,1
