Start,End,Lobbyist,Client,Industry,Cluster
2015-06-10,2017-01-11,Geoffrey Tahuahua,Home Builders Association of Greater Austin,Trade Association,654
2015-06-10,2017-01-11,Emily Lubbers,Home Builders Association of Greater Austin,Trade Association,654
2015-05-19,2016-05-18,Shannon Noble,Vert Cab,Prospective Taxi Franchise,656
2015-05-16,2016-05-15,Gregory Hartman,Seton Healthcare,Healthcare Provider,658
2015-05-16,2016-05-15,Jesus Garza,Seton Healthcare,Healthcare Provider,658
2015-05-16,2016-05-15,Geronimo Rodriguez,Seton Healthcare,Healthcare Provider,658
2015-04-25,2016-04-24,Jed Buie,Austin Convention and Visitors Bureau,Tourism,659
2015-04-25,2016-04-24,Jerry Harris,"Tawill, Saleem",Radio Station,124
2015-04-25,2016-04-24,Jerry Harris,"Messier, David M.",Property Owner,661
2015-04-25,2016-04-24,Jed Buie,GreenRyde,Transportation,662
2015-04-25,2016-04-24,Jerry Harris,North American Title Group,Title Company,664
2015-04-25,2016-04-24,Jed Buie,Habitat for Humanity,Affordable Housing,573
2015-04-25,2016-04-24,Jerry Harris,Greater Austin Transportation,Transportation,359
2015-04-25,2016-04-24,Jed Buie,Balcones Resources,Real Estate,232
2015-04-25,2016-04-24,Jerry Harris,Stone Systems of Central Texas,Building Products,670
2015-04-25,2016-04-24,Jed Buie,Sackmann Enterprises,Real Estate,675
2015-04-25,2016-04-24,Jed Buie,Capital Metro,Bus System,495
2015-04-25,2016-04-24,Jed Buie,H-E-B,Grocery Store,545
2015-04-24,2016-04-23,Nikelle Meade,Lost Creek Neighborhood Assoc,Neghborhood Association,295
2015-04-24,2016-04-23,Nikelle Meade,"Bullard, Michael",Property Owner,605
2015-04-24,2016-04-23,Nikelle Meade,"Aguirre, Antolin",Mobile Vending,612
2015-04-24,2016-04-23,Nikelle Meade,"Gaskins, Bart and Jill",Property Owner,631
2015-04-24,2016-04-23,Nikelle Meade,Recurrent Energy,Solar Power Company,617
2015-04-24,2016-04-23,Nikelle Meade,1715 G,Zoning Issues,630
2015-04-24,2016-04-23,Nikelle Meade,Premier Parking Enforcement,Parking Enforcement,698
2015-04-24,2016-04-23,Nikelle Meade,Griffin School,Property Owner,609
2015-04-24,2016-04-23,Nikelle Meade,"Lunsford, Jesse",Property Owner,626
2015-04-24,2016-04-23,Nikelle Meade,69 Grandview,Property Owner,643
2015-04-24,2016-04-23,Nikelle Meade,Austin Convention Enterprises,Convention and Hospitality Management,633
2015-04-24,2016-04-23,Nikelle Meade,CMST Development,Developer,624
2015-04-24,2016-04-23,Nikelle Meade,Falcon Southwest Development Co,Real Estate,608
2015-04-24,2016-04-23,Nikelle Meade,Foundation Communities,Non-Profit Company,622
2015-04-18,2016-04-17,Kelly Mike,Winding Prairie Grass Trails,Land Management,711
2015-04-10,2016-04-09,Jack Kirfman,AFSCME 1624,Labor Union,215
2015-03-28,2016-03-27,Jeremy Martin,Austin Chamber of Commerce,General Business,736
2015-03-26,2016-03-25,Carolyn Rupprath,Texas Aggregates and Concrete Association,State association for concrete industry,737
2015-03-24,2016-03-23,Terrence Irion,"Sifuentes, Marina",Proposed Office Project,738
2015-03-24,2016-03-23,Terrence Irion,"Archer, Cara Jean",Residential,740
2015-03-24,2016-03-23,Terrence Irion,2011 Boat Dock,Residential,741
2015-03-24,2016-03-23,Terrence Irion,"Crouch, Greg",Residential,526
2015-03-24,2016-03-23,Terrence Irion,"Davis, Mike",Residential,739
2015-03-24,2016-03-23,Terrence Irion,Robert Turner,Residential,740
2015-03-24,2016-03-23,Terrence Irion,"Kalantari, Amir",Residential,744
2015-03-17,2016-03-16,Dowe Gullatt,Guns and Oil Beer USA,Land use,745
2015-03-06,2017-03-04,Erin Burget,AT&T,"Network deployment, development, zoning and signage issues",101
2015-02-18,2017-02-26,Robert Delp,Workers Defense Project,Non- Profit,41
2015-02-13,2017-02-03,Alice Myers,"Myers, B.J., DDS",Dentist,753
2015-02-13,2017-02-03,Alice Myers,"Skelton, Karen, Texas Realty Partners",Real Estate,754
2015-02-13,2017-02-03,Alice Myers,Henry S. Miller Realtors,Real Estate,68
2015-02-02,2017-01-12,Peter Cesaro,WJP Swede Hill,Property Owner,770
2015-02-02,2017-01-12,Peter Cesaro,Wes Peoples Homes,Home Builder,772
2015-02-02,2017-01-12,Rick Triplett,Lampting,Property Owner,677
2015-02-02,2017-01-12,Rick Triplett,The University of Texas System,,128
2015-02-02,2017-01-12,Peter Cesaro,The University of Texas System,,128
2015-02-02,2016-02-02,R. Haywood,The University of Texas System,,128
2015-01-30,2017-01-04,Michael Whellan,Airport Fast Park,Off-airport parking provider,790
2015-01-29,2017-02-22,Mark Littlefield,"Success Foods Management, LLC/DBA Torcy's Tacos",Restaurant,363
2015-01-29,2016-01-29,Mark Littlefield,Austin Rental Alliance,Short term rentals,791
2015-01-29,2016-01-29,Mark Littlefield,Transmission Events,Live Music,793
2015-01-20,2017-01-19,David Armbrust,NRG Energy,Energy Related Issues,794
2015-01-20,2017-01-19,David Armbrust,Powerfin Partners,Solar energy provider,28
2015-01-20,2016-01-20,David Armbrust,183 BLW,Real Estate Investment,151
2015-01-16,2017-01-08,Eric deYoung,Powerfin Partners,Solar energy provider,28
2015-01-12,2016-01-12,Stephen Drenner,Lincoln Property Company,Real Estate Development,810
2015-01-12,2016-01-12,John Donisi,Condominiums at Tuscany Oaks,Land Development,576
2015-01-12,2017-01-15,Leah Bojo,Duckworth Property Holdings,Real Estate Development,811
2015-01-12,2017-01-15,Leah Bojo,A Stella Dog,Real Estate Development,812
2015-01-12,2017-01-15,Leah Bojo,Emmis Radio Broadcasting Co.,Real Estate Development,795
2015-01-12,2017-01-15,Leah Bojo,Embree Asset Group,Real Estate Development,814
2015-01-12,2017-01-15,Leah Bojo,AMS Commercial Real Estate,Real Estate Development,70
2015-01-12,2017-01-15,Leah Bojo,Aetna Sign Group,Real Estate Development,816
2015-01-12,2017-01-15,Leah Bojo,Capital Metro,Bus System,495
2015-01-12,2017-01-08,Stephen Drenner,Butler Family Interests,Real Estate,872
2015-01-12,2017-01-15,Leah Bojo,KDR Equities,Real Estate Development,823
2015-01-12,2016-01-12,John Donisi,Asian American Cultural Arts Center,Real Estate Development,825
2015-01-12,2017-01-15,Leah Bojo,Coppell Building,Real Estate Development,826
2015-01-12,2017-01-15,Leah Bojo,Pegalo Properties,Real Estate Development,818
2015-01-12,2017-01-15,Leah Bojo,Mariposa Montessori,Real Estate,827
2015-01-12,2017-01-15,Leah Bojo,Equinox,Real Estate Development,193
2015-01-12,2017-01-15,Leah Bojo,405 Colorado Holdings,Real Estate Development,195
2015-01-12,2017-01-15,Leah Bojo,Street Lights Residential,Real Estate Development,265
2015-01-12,2017-01-15,Leah Bojo,Austin City Builders,Real Estate,833
2015-01-12,2017-01-15,Leah Bojo,Home Slice Pizza,Real Estate Development,838
2015-01-12,2017-01-08,Stephen Drenner,Oden Hughes,Real Estate,117
2015-01-06,2017-01-06,Lynn Carley,Downtown Austin Alliance,Real Estate,848
2015-01-06,2017-01-06,Lynn Carley,"Scott, John",Real Estate,853
2015-01-06,2017-01-06,Lynn Carley,"Success Foods Management, LLC/DBA Torcy's Tacos",Restaurant,363
2015-01-06,2017-01-06,Lynn Carley,Austin Park,Real Estate Development,886
2015-01-06,2017-01-06,Lynn Carley,Total Wine and More,Real Estate,876
2015-01-06,2017-01-06,Amanda Morrow,Inland Group,Real Estate,895
2015-01-06,2017-01-06,Amanda Morrow,Total Wine and More,Real Estate,876
2015-01-06,2017-01-06,Amanda Morrow,Taylor Morrison,Developer,203
2015-01-06,2017-01-06,Lynn Carley,Taylor Morrison,Developer,203
2015-01-06,2017-01-06,Amanda Morrow,"Garvey, Jeffery C.",Real Estate Investment/Development,11
2015-01-06,2017-01-06,Lynn Carley,Kucera Management/Ted Mecklin,Zoning,85
2015-01-06,2017-01-06,Amanda Morrow,Downtown Austin Alliance,Real Estate,848
2015-01-06,2017-01-06,Amanda Morrow,"Scott, John",Real Estate,853
2015-01-06,2017-01-06,Lynn Carley,Inland Group,Real Estate,895
2015-01-06,2017-01-06,Lynn Carley,"Garvey, Jeffery C.",Real Estate Investment/Development,11
2015-01-06,2017-01-06,Amanda Morrow,Austin Park,Real Estate Development,886
2014-12-23,2016-12-23,Richard Suttle,Inland Group,Real Estate,895
2014-12-23,2016-12-23,Richard Suttle,North Austin Municipal Utility District No. 1,Municipal Utility District,90
2014-12-23,2015-12-23,Richard Suttle,Downtown Austin Alliance,Real Estate,848
2014-12-23,2016-12-23,Richard Suttle,"Success Foods Management, LLC/DBA Torcy's Tacos",Restaurant,363
2014-12-23,2016-12-23,Richard Suttle,"Scott, John",Real Estate,853
2014-12-23,2016-12-23,Richard Suttle,Austin Park,Real Estate Development,886
2014-12-23,2015-12-23,Richard Suttle,Aspen Heights,Real Estate,554
2014-12-23,2016-12-23,Richard Suttle,HomeAway,Vacation Rental Service,381
2014-12-23,2016-12-23,Richard Suttle,"Garvey, Jeffery C.",Real Estate Investment/Development,11
2014-12-23,2016-12-23,Richard Suttle,Total Wine and More,Real Estate,876
2014-10-21,2015-10-21,David Cancialosi,"Catanoia, Ginny",Residential Entitlement,427
2014-10-16,2015-10-16,"Derlis ""Trey"" Salinas III",Samsung,High Tech,121
2014-10-09,2016-10-14,Michele Haussmann,KDR Equities,Real Estate Development,823
2014-10-09,2016-10-14,Michele Haussmann,Mariposa Montessori,Real Estate,827
2014-10-09,2016-10-14,Michele Haussmann,Megabus Southwest,Real Estate,44
2014-10-09,2016-10-14,Michele Haussmann,AMS Commercial Real Estate,Real Estate Development,70
2014-10-09,2016-10-14,Michele Haussmann,Duckworth Property Holdings,Real Estate Development,811
2014-10-09,2016-10-14,Michele Haussmann,Austin City Builders,Real Estate,833
2014-10-09,2016-10-14,Michele Haussmann,Capital Metro,Bus System,495
2014-10-09,2016-10-14,Michele Haussmann,Western Rim Investment Advisors,Real Estate,188
2014-10-09,2015-10-09,Michele Haussmann,Western Rim Investment Advisors,Real Estate,187
2014-10-09,2016-10-14,Michele Haussmann,93 Red River Investors,Real Estate Development,64
2014-10-09,2016-10-14,Michele Haussmann,A Stella Dog,Real Estate Development,812
2014-10-09,2016-10-14,Michele Haussmann,Home Slice Pizza,Real Estate Development,838
2014-10-09,2016-10-14,Michele Haussmann,Terrell Gates,Real Estate Development,125
2014-10-09,2016-10-14,Michele Haussmann,Pegalo Properties,Real Estate Development,818
2014-10-09,2016-10-14,Michele Haussmann,Embree Asset Group,Real Estate Development,814
2014-10-09,2016-10-14,Michele Haussmann,Coppell Building,Real Estate Development,826
2014-10-09,2016-10-14,Michele Haussmann,Equinox,Real Estate Development,193
2014-10-09,2016-10-14,Michele Haussmann,405 Colorado Holdings,Real Estate Development,195
2014-10-09,2015-10-09,Michele Haussmann,Aetna Sign Group,Real Estate Development,816
2014-10-09,2016-10-14,Michele Haussmann,Emmis Radio Broadcasting Co.,Real Estate Development,795
2014-10-09,2016-10-14,Michele Haussmann,Osten Hall,Real Estate,818
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Will Bridges,Restaurant Owner,324
2014-07-09,2016-07-20,Amanda Swor,Grayco Partners,Real Estate Developer,889
2014-07-09,2016-07-20,Amanda Swor,"Radtke, Lorin",Real Estate Development,896
2014-07-09,2016-07-20,Amanda Swor,KEEP Real Estate,Real Estate Development,97
2014-07-09,2015-07-09,Amanda Swor,Alexa Management,Real Estate Development,881
2014-07-09,2016-07-20,Amanda Swor,Stoltz Management,Real Estate Development,38
2014-07-09,2015-07-09,Amanda Swor,ECC Commercial,Real Estate,600
2014-07-01,2015-07-01,Henry Gilmore,Fremont Holdings,Real Estate Investment,979
2014-07-01,2015-07-01,Henry Gilmore,Greater Mt. Zion Baptist Church,Church,180
2014-06-01,2016-01-26,Robert Levinski,Save Our Springs Alliance,Environmental Protection,690
2014-05-04,2015-05-04,Katie King Ogden,Butler Family Partnership,Real Estate Development,152
2014-05-04,2016-01-12,Katie King Ogden,Trinsic Residential Group,Real Estate,354
2014-05-04,2015-05-04,Katie King Ogden,Spire Realty,Real Estate,880
2014-05-04,2015-05-04,Katie King Ogden,KEEP Real Estate,Real Estate Development,97
2013-01-03,2014-01-03,Wm. Bray,Met Center,Property Owner,461
2013-01-03,2014-01-03,Nicholas Miller,Met Center,Property Owner,461
2011-08-17,2012-08-16,Travis Phillips,Robert Ross,Property Owner,727
2011-08-17,2012-08-16,Travis Phillips,"Aguirre, Antolin",Mobile Vending,612
2011-08-17,2012-08-16,Travis Phillips,Sophie Wiman,Property Owner,727
2011-08-17,2012-08-16,Travis Phillips,Robert Ehrlich,Property Owner,727
2011-05-10,2012-05-09,Leonard Smith,Robert H. Theriot,Developer,375
2011-05-10,2012-05-09,Leonard Smith,Wilfred Naddef,Homeowner,301
2015-11-07,2016-11-06,Kelan Robinson,Scenic Austin,Environmental Advocacy,796
2016-01-20,2017-01-19,David Armbrust,Harmony Public Schools,Real Estate Investment/Development,862
2016-01-20,2017-01-19,David Armbrust,Wayside Schools,Public Schools,327
2016-01-20,2017-01-19,David Armbrust,IDEA Public Schools,Public School,198
2014-10-08,2016-07-30,Terri Broussard Williams,American Heart Association,Non-profit Public Health Organization,478
2016-01-12,2017-01-11,Sheryl Cole,Central Health,Health Center,411
2016-01-12,2017-01-11,Sheryl Cole,HNTB,"Architecture, engineering and planning services",340
2016-01-12,2017-01-11,Sheryl Cole,Scenic Austin,Environmental Advocacy,796
2015-11-07,2016-11-06,Kelan Robinson,The NRP Group,Developer,434
2015-11-07,2016-11-06,Kelan Robinson,Brandywine Realty Trust,Real Estate,602
2015-10-15,2016-10-14,Michele Haussmann,Scenic Austin,Environmental Advocacy,796
2015-10-15,2016-10-14,Michele Haussmann,The NRP Group,Developer,434
2015-10-15,2016-10-14,Michele Haussmann,Brandywine Realty Trust,Real Estate,602
2014-07-01,2015-07-01,Henry Gilmore,Fremont Holdings,Real Estate Investment,675
2016-01-16,2017-01-15,Leah Bojo,93 Red River Investors,Real Estate Development,64
2016-01-16,2017-01-15,Leah Bojo,Brandywine Realty Trust,Real Estate,602
2016-01-16,2017-01-15,Leah Bojo,Caledonia Properties,Real Estate,849
2015-02-02,2016-02-02,R. Haywood,Cornerstone Real Estate Advisors,Property Owner,680
2015-02-02,2016-02-02,R. Haywood,Cornerstone Patriot Holdings,Property Owner,688
2016-01-05,2017-01-04,Michael Whellan,Tantallon Austin Hotel,Land Owner,715
2016-01-12,2017-01-11,Chuck Rice,Pohl Partners,Land Developers,20
2016-01-12,2017-01-11,Chuck Rice,Denison Development,Land Developers,23
2015-07-15,2016-07-14,David Anderson,Barton Creek Capital,Property Development,247
2015-07-15,2016-07-14,David Anderson,Crown Castle,Real Estate Development,697
2014-12-21,2015-12-21,John Donisi,KEEP Real Estate,Real Estate Development,97
2014-12-21,2015-12-21,John Donisi,Behringer Harvard,Real Estate,789
2016-01-12,2017-01-11,Chuck Rice,UMLAUF Sculpture Gardens and Museum,Non-Profit Educational Charity,489
2014-12-21,2015-12-21,John Donisi,"Banta, Mark",Real Estate,701
2014-12-21,2016-01-12,John Donisi,Diversified Real Estate Group,Real Estate Development,888
2015-07-21,2016-07-20,Amanda Swor,Hixon Properties,Real Estate Development,352
2015-07-21,2016-07-20,Amanda Swor,Fiesta Restaruant Group,Real Estate,706
2015-11-07,2016-11-06,Kelan Robinson,405 Colorado Holdings,Real Estate Development,195
2015-10-23,2016-10-22,"Derlis ""Trey"" Salinas III",Airbnb,Short Term Rentals,707
2015-07-21,2016-07-20,Amanda Swor,Iron Rock Ranch Apts. Owner,Real Estate,708
2015-07-21,2016-07-20,Amanda Swor,Coastal Rim Properties,Real Estate,709
2015-07-21,2016-07-20,Amanda Swor,Diversified Real Estate Group,Real Estate Development,888
2015-09-12,2016-09-11,John Joseph,Intermandeco GP,Real Estate Development,350
2015-10-28,2016-10-27,Jack Gullahorn,Jack W. Gullahorn P.C.,Legal,713
2015-11-07,2016-11-06,Kelan Robinson,Pecan Street Association,Real Estate Development,65
2015-11-07,2016-11-06,Kelan Robinson,93 Red River Investors,Real Estate Development,64
2015-11-07,2016-11-06,Kelan Robinson,A Stella Dog,Real Estate Development,812
2015-11-07,2016-11-06,Kelan Robinson,Aetna Sign Group,Real Estate Development,816
2015-11-07,2016-11-06,Kelan Robinson,American Campus Communities,Real Estate Developement,413
2015-11-07,2016-11-06,Kelan Robinson,Amplify Federal Credit Union,Real Estate Development,209
2015-11-07,2016-11-06,Kelan Robinson,AMS Commercial Real Estate,Real Estate Development,70
2015-11-07,2016-11-06,Kelan Robinson,Austin City Builders,Real Estate,833
2015-11-07,2016-11-06,Kelan Robinson,Austin Fairchild Management,Real Estate Developement,95
2015-11-07,2016-11-06,Kelan Robinson,Caledonia Properties,Real Estate,849
2015-11-07,2016-11-06,Kelan Robinson,Capital Metro,Real Estate Development,494
2015-11-07,2016-11-06,Kelan Robinson,Coppell Building,Real Estate Development,826
2015-11-07,2016-11-06,Kelan Robinson,Duckworth Property Holdings,Real Estate Development,811
2015-11-07,2016-11-06,Kelan Robinson,Embree Asset Group,Real Estate Development,814
2015-11-07,2016-11-06,Kelan Robinson,Emmis Radio Broadcasting Co.,Real Estate Development,795
2015-11-07,2016-11-06,Kelan Robinson,Endeavor Real Estate Group,Real Estate Development,70
2015-11-07,2016-11-06,Kelan Robinson,Equinox,Real Estate Development,193
2015-11-07,2016-11-06,Kelan Robinson,Home Slice Pizza,Real Estate Development,838
2015-11-07,2016-11-06,Kelan Robinson,KDR Equities,Real Estate Development,823
2015-11-07,2016-11-06,Kelan Robinson,Mariposa Montessori,Real Estate,827
2015-11-07,2016-11-06,Kelan Robinson,MBC Engineers,Real Estate Development,207
2015-11-07,2016-11-06,Kelan Robinson,Megabus Southwest,Real Estate,44
2015-11-07,2016-11-06,Kelan Robinson,Osten Hall,Real Estate,818
2015-11-07,2016-11-06,Kelan Robinson,Pegalo Properties,Real Estate Development,818
2015-11-07,2016-11-06,Kelan Robinson,RJMadden,Real Estate,458
2015-11-07,2016-11-06,Kelan Robinson,Street Lights Residential,Real Estate Development,265
2015-11-07,2016-11-06,Kelan Robinson,Terrell Gates,Real Estate Development,125
2015-11-07,2016-11-06,Kelan Robinson,Wells Fargo,Real Estate,446
2015-11-07,2016-11-06,Kelan Robinson,Western Rim Investment Advisors,Real Estate,188
2015-09-12,2016-09-11,John Joseph,Driveway Austin,Entertainment,775
2015-09-12,2016-09-11,John Joseph,Austin Christian Fellowship,Religious Organization,676
2015-09-12,2016-09-11,John Joseph,Foremost Partners,Real Estate,776
2015-09-12,2016-09-11,John Joseph,KB Home Lone Star,Real Estate Development,735
2015-07-21,2016-07-20,Pamela Madere,Driveway Austin,Entertainment,775
2015-07-21,2016-07-20,Pamela Madere,Oportun,Real Estate,778
2015-07-21,2016-07-20,Pamela Madere,"Pahala Ventures, LLC dba Austin Emergency Center",Real Estate,549
2015-07-21,2016-07-20,Pamela Madere,Rio Equity,Real Estate Development,780
2015-07-21,2016-07-20,Pamela Madere,Ski Shores Properties,Real Estate Development,781
2015-07-21,2016-07-20,Pamela Madere,South Austin Interests,Real Estate Development,782
2015-02-02,2016-02-02,R. Haywood,Twelve Lakes,Property Owner,879
2015-02-02,2016-02-02,R. Haywood,Wes Peoples Homes,Home Builder,772
2015-02-02,2016-02-02,R. Haywood,WJP Swede Hill,Property Owner,770
2016-01-05,2017-01-04,Michael Whellan,Twelve Lakes,Property Owner,879
2015-10-06,2016-10-05,Steven Metcalfe,Schwab,Real Estate,806
2015-09-12,2016-09-11,John Joseph,Avion Park,Real Estate Development,807
2015-10-06,2016-10-05,Steven Metcalfe,Steve Pagura,Real Estate,813
2015-10-06,2016-10-05,Steven Metcalfe,Cielo Property Group,Real Estate,108
2016-01-16,2017-01-15,Leah Bojo,The NRP Group,Developer,434
2015-10-06,2016-10-05,Steven Metcalfe,Fremont Holdings,Real Estate Investment,675
2015-10-06,2016-10-05,Steven Metcalfe,S.H. 130-71 Holdings,Real Estate,830
2015-10-06,2016-10-05,Steven Metcalfe,Generational Commercial Properties,Real Estate,831
2016-01-05,2017-01-04,Michael Whellan,Spire Realty,Real Estate,880
2015-07-21,2016-07-20,Pamela Madere,Allied Sales Company,Property Owner,484
2015-07-21,2016-07-20,Pamela Madere,EZ,Lender,834
2015-07-21,2016-07-20,Pamela Madere,PK Jarvis,Real Estate Development,835
2015-07-21,2016-07-20,Pamela Madere,Terry Mathney,Property Owner,836
2015-07-21,2016-07-20,Pamela Madere,Maund Automotive Group,Automotive Sales,837
2015-07-21,2016-07-20,Pamela Madere,Speedy Cash,Lender,341
2015-07-21,2016-07-20,Pamela Madere,Robert Turner,Property Owner,870
2015-04-25,2016-04-24,Jerry Harris,Embrey Partners,Developer,844
2015-04-25,2016-04-24,Jerry Harris,Robert P. Wills,Property Owner,845
2015-04-24,2016-04-23,Nikelle Meade,D. R. Horton,Zoning,574
2015-10-23,2016-10-22,"Derlis ""Trey"" Salinas III",Balfour Beatty Construction,Construction Firm,787
2015-10-23,2016-10-22,"Derlis ""Trey"" Salinas III",Brandywine Realty Trust,Real Estate,602
2015-10-23,2016-10-22,"Derlis ""Trey"" Salinas III",Cypress Realty,Real Estate Investment/Development,104
2015-10-23,2016-10-22,"Derlis ""Trey"" Salinas III",Cypress Semiconductor,High Tech,13
2015-10-23,2016-10-22,"Derlis ""Trey"" Salinas III",Gables Residential,Real Estate Investment/Development,590
2015-10-23,2016-10-22,"Derlis ""Trey"" Salinas III",Goveia Commercial Real Estate,Real Estate,336
2015-10-23,2016-10-22,"Derlis ""Trey"" Salinas III",Lincoln Clean Energy,Renewable Energy,15
2015-10-23,2016-10-22,"Derlis ""Trey"" Salinas III",Seton Healthcare,Healthcare Network,657
2015-10-23,2016-10-22,"Derlis ""Trey"" Salinas III",Taurus of Texas GP,Real Estate,140
2015-10-23,2016-10-22,"Derlis ""Trey"" Salinas III",Tokyo Electron America,High Tech,223
2015-10-23,2016-10-22,"Derlis ""Trey"" Salinas III",Torchy's Tacos,Restaurants,18
2015-10-23,2016-10-22,"Derlis ""Trey"" Salinas III",Walton Development,Real Estate,110
2015-12-08,2016-12-07,Jose Carrillo,Austin Chamber of Commerce,General Business,736
2015-02-13,2017-02-03,Alice Myers,County Line,Real Estate Development,248
2016-01-12,2017-01-11,Chuck Rice,Preston General Contractors,"Zoning, subdivision, affordable housing",122
2015-04-25,2016-04-24,Jerry Harris,Kathleen Monahan,Property Owner,2
2015-06-27,2016-06-26,Alexandra Jashinsky,"O'Hayer, Matthew",Property Owner,24
2015-06-27,2016-06-26,Alexandra Jashinsky,Roberts Resorts,Manufactured Home Community Builder,137
2016-01-09,2017-01-08,Stephen Drenner,Crown Castle,Real Estate Development,697
2016-01-09,2017-01-08,Stephen Drenner,Boys and Girls Club,Real Estate Development,603
2016-01-09,2017-01-08,Stephen Drenner,"Zuniga, Diana",Real Estate,73
2016-01-09,2017-01-08,Stephen Drenner,Hixon Properties,Real Estate Development,352
2016-01-09,2017-01-08,Stephen Drenner,Brandywine Realty Trust,Real Estate,602
2016-01-09,2017-01-08,Stephen Drenner,Iron Rock Ranch Apts. Owner,Real Estate,708
2015-04-25,2016-04-24,Jed Buie,Clear Channel,Advertising,249
2015-07-21,2016-07-20,Amanda Swor,"Bynum, Joseph and Jayme",Real Estate,185
2015-07-21,2016-07-20,Amanda Swor,Seaman Development,Real Estate,33
2015-07-21,2016-07-20,Amanda Swor,"Bolick, Roger",Real Estate,34
2015-07-21,2016-07-20,Amanda Swor,Mr. Irish Properties,Real Estate,681
2015-07-15,2016-07-14,Stephen Rye,Eureka Holdings,Real Estate,619
2016-01-09,2017-01-08,Melody Clark,Lyft,Transportation,433
2015-10-15,2016-10-14,Michele Haussmann,AETNA Sign Group,Real Estate Development,801
2015-07-15,2016-07-14,Stephen Rye,Circular Energy,Real Estate Development,980
2016-01-09,2017-01-08,Michele Lynch,787 Developers,Real Estate,254
2016-01-09,2017-01-08,Michele Lynch,Cielo Property Group,Real Estate,108
2016-01-09,2017-01-08,Michele Lynch,Fremont Holdings,Real Estate Investment,675
2016-01-09,2017-01-08,Michele Lynch,Greystar Real Estate Partners,Real Estate,58
2016-01-09,2017-01-08,Michele Lynch,Heights SOCO Development,Real Estate,277
2016-01-09,2017-01-08,Michele Lynch,JSTrain,Real Estate,68
2016-01-09,2017-01-08,Michele Lynch,Lennar Homes,Real Estate,532
2016-01-09,2017-01-08,Michele Lynch,Life Austin,Real Estate,22
2016-01-09,2017-01-08,Michele Lynch,Steve Pagura,Real Estate,813
2016-01-09,2017-01-08,Michele Lynch,RedLeaf Properties,Real Estate,406
2016-01-09,2017-01-08,Michele Lynch,S.H. 130-71 Holdings,Real Estate,830
2016-01-09,2017-01-08,Michele Lynch,Taurus of Texas GP,Real Estate,140
2016-01-09,2017-01-08,Michele Lynch,County Line,Real Estate,63
2016-01-09,2017-01-08,Stephen Drenner,"Dawlett, Haythem",Real Property Owner,365
2016-01-13,2017-01-12,Rick Triplett,Cornerstone Patriot Holdings,Property Owner,688
2016-01-13,2017-01-12,Rick Triplett,Cornerstone Real Estate Advisors,Property Owner,680
2016-01-13,2017-01-12,Rick Triplett,Twelve Lakes,Property Owner,879
2014-10-14,2016-07-31,Kelsey Bernstein,American Heart Association,Non-profit Public Health Organization,478
2016-01-20,2017-01-19,David Armbrust,Lakeline Corner Partners,Real Estate,367
2016-01-13,2017-01-12,Rick Triplett,Wes Peoples Homes,Home Builder,772
2016-01-13,2017-01-12,Rick Triplett,WJP Swede Hill,Property Owner,770
2016-01-13,2017-01-12,Peter Cesaro,Cornerstone Patriot Holdings,Property Owner,688
2016-01-13,2017-01-12,Peter Cesaro,Cornerstone Real Estate Advisors,Property Owner,680
2014-12-21,2016-01-12,John Donisi,Oden Hughes,Real Estate,117
2014-12-21,2015-12-21,John Donisi,Asian American Cultural Arts Center,Real Estate Development,825
2014-12-21,2016-01-12,John Donisi,16 Piggybank,Real Estate,871
2014-12-21,2015-12-21,John Donisi,Alexa Management,Real Estate Development,881
2014-12-21,2016-01-12,John Donisi,Aspen Heights,Real Estate,554
2014-12-21,2015-12-21,John Donisi,Butler Family Interests,Real Estate,872
2014-12-21,2016-01-12,John Donisi,Inland American Communites,Real Estate Development,891
2014-12-21,2015-12-21,John Donisi,Junior League of Austin,Real Estate Development,893
2014-12-21,2016-01-12,John Donisi,Legend Communities,Real Estate Development,183
2014-12-21,2015-12-21,John Donisi,Spire Realty,Real Estate,880
2016-01-13,2017-01-12,Peter Cesaro,Twelve Lakes,Property Owner,879
2016-01-20,2017-01-19,David Armbrust,706 Development,Land Development,802
2016-03-14,2017-03-14,Derek Villemez,Stantec,"Engerneering, Consulting Professional Services",699
2016-03-14,2017-03-14,Stephen Rye,Stantec,"Engerneering, Consulting Professional Services",699
2016-03-04,2017-03-04,Leslie Ward,AT&T,"Network deployment, development, zoning and signage issues",101
2016-02-27,2017-02-26,Miller Christopher,Uber Technologies,Information Technology,655
2016-02-27,2017-02-26,Laura Spanjian,Airbnb,Short Term Rentals,707
2016-02-23,2017-02-22,Mark Littlefield,Republic Services of Austin,Real,544
2016-02-05,2017-02-04,Amber Pearce,Pfizer,Pharmaceutical Manufacturing and Healthcare,143
2016-02-04,2017-02-03,Joseph Lessard,Lone Star Rail,Railroad,126
2016-02-04,2017-02-03,Anne Clutterbuck,AECOM,Engineers,292
2016-01-16,2017-01-15,Leah Bojo,"Scenic Austin, a Chapter of Scenic Texas",Real Estate,981
2016-01-05,2017-01-04,Michael Whellan,Lyft,Transportation,433
2015-12-24,2016-12-23,Richard Suttle,Oracle America,Software Applications,145
